From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q8CWV8	Q8CWV8	reviewed	RL3_STRR6	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	rplC spr0188	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	208	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q8DR22	Q8DR22	reviewed	SYS_STRR6	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS spr0372	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	424	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; transferase activity [GO:0016740]; selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434]
Q8DQ14	Q8DQ14	unreviewed	Q8DQ14_STRR6	DNA polymerase III, epsilon chain (EC 2.7.7.7)	dnaQ spr0896	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	208	DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]
Q8DPH1	Q8DPH1	unreviewed	Q8DPH1_STRR6	Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog)	ffh spr1166	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	523	signal recognition particle [GO:0048500]; 7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q8DQA7	Q8DQA7	unreviewed	Q8DQA7_STRR6	Transposase (Orf1)	IS1167 spr0767	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	172	
Q8DP60	Q8DP60	unreviewed	Q8DP60_STRR6	Degenerate transposase	spr1337	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	53	
P67581	P67581	reviewed	SYM_STRR6	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS spr0696	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	665	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]
Q8DQB2	Q8DQB2	unreviewed	Q8DQB2_STRR6	ABC transporter substrate-binding protein-oligopeptid transport, internal deletion	spr0759	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	234	
Q8CY83	Q8CY83	unreviewed	Q8CY83_STRR6	Acyltransferase 3 domain-containing protein	spr1868	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	605	membrane [GO:0016020]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; lipopolysaccharide biosynthetic process [GO:0009103]
Q8DRA9	Q8DRA9	unreviewed	Q8DRA9_STRR6	6-phospho-beta-glucosidase (EC 3.2.1.21)	bglA spr0244	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	459	cytosol [GO:0005829]; beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; carbohydrate catabolic process [GO:0016052]
Q8DN93	Q8DN93	reviewed	YIDC2_STRR6	Membrane protein insertase YidC 2 (Foldase YidC 2) (Membrane integrase YidC 2) (Membrane protein YidC 2)	yidC2 spr1852	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	276	plasma membrane [GO:0005886]; membrane insertase activity [GO:0032977]; protein insertion into membrane [GO:0051205]; protein transport [GO:0015031]
Q8DQJ2	Q8DQJ2	unreviewed	Q8DQJ2_STRR6	Phospho-beta-gluco or galactosidase, truncation	spr0646	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	98	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]
Q8CWQ7	Q8CWQ7	reviewed	AROA_STRR6	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA spr1229	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	427	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
P66633	P66633	reviewed	RS8_STRR6	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	rpsH spr0203	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	132	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q8DPA5	Q8DPA5	unreviewed	Q8DPA5_STRR6	Exported hydrophilic protein	spr1267	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	129	
Q8DN42	Q8DN42	unreviewed	Q8DN42_STRR6	Transketolase c-terminal section	tktC spr1936	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	310	catalytic activity [GO:0003824]
Q8DPV2	Q8DPV2	unreviewed	Q8DPV2_STRR6	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) (Beta-hydroxyacyl-ACP dehydratase)	spr0991	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	425	
Q8CY65	Q8CY65	unreviewed	Q8CY65_STRR6	Glycosyl hydrolase family 20 (GH20) protein	spr1949	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	626	hexosaminidase activity [GO:0015929]
Q8DRK6	Q8DRK6	unreviewed	Q8DRK6_STRR6	Nucleoside phosphorylase domain-containing protein	spr0068	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	254	cytosol [GO:0005829]; purine-nucleoside phosphorylase activity [GO:0004731]; purine nucleoside catabolic process [GO:0006152]
Q8DMW5	Q8DMW5	unreviewed	Q8DMW5_STRR6	Response regulator	comE spr2041	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	250	DNA binding [GO:0003677]; phosphorelay response regulator activity [GO:0000156]
Q59947	Q59947	reviewed	IGA1_STRR6	Immunoglobulin A1 protease (IgA1 protease) (EC 3.4.24.13) (IgA-specific zinc metalloproteinase)	iga spr1042	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1963	extracellular region [GO:0005576]; membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
Q8CZ49	Q8CZ49	unreviewed	Q8CZ49_STRR6	DUF2812 domain-containing protein	spr0452	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	169	membrane [GO:0016020]
Q8DQ51	Q8DQ51	reviewed	TRMFO_STRR6	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO gid spr0844	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	444	cytosol [GO:0005829]; 5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity [GO:0030698]; flavin adenine dinucleotide binding [GO:0050660]; methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]
Q8DN73	Q8DN73	unreviewed	Q8DN73_STRR6	Glutamine amidotransferase	guaA spr1884	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	245	gamma-glutamyl-gamma-aminobutyrate hydrolase activity [GO:0033969]; glutamine metabolic process [GO:0006541]; polyamine catabolic process [GO:0006598]
P66943	P66943	reviewed	TPIS_STRR6	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi spr1432	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	252	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]
Q8DPP2	Q8DPP2	reviewed	LACD_STRR6	Tagatose 1,6-diphosphate aldolase (EC 4.1.2.40) (D-tagatose-1,6-bisphosphate aldolase) (Tagatose-bisphosphate aldolase)	lacD spr1073	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	326	6-deoxy-6-sulfofructose-1-phosphate aldolase activity [GO:0061595]; tagatose-6-phosphate kinase activity [GO:0009024]; tagatose-bisphosphate aldolase activity [GO:0009025]; 6-sulfoquinovose(1-) catabolic process [GO:1902777]; D-tagatose 6-phosphate catabolic process [GO:2001059]; lactose catabolic process via tagatose-6-phosphate [GO:0019512]
Q8DRF7	Q8DRF7	unreviewed	Q8DRF7_STRR6	Integral membrane protein	spr0152	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	204	membrane [GO:0016020]
Q8DQU6	Q8DQU6	unreviewed	Q8DQU6_STRR6	Protein NO VEIN C-terminal domain-containing protein	spr0493	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	256	
Q8DQ90	Q8DQ90	unreviewed	Q8DQ90_STRR6	Type I restriction-modification enzyme 1, S subunit	hsdS spr0791	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	203	DNA binding [GO:0003677]; DNA restriction-modification system [GO:0009307]
Q8DQ74	Q8DQ74	unreviewed	Q8DQ74_STRR6	Degenerate transposase	spr0815	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	306	nucleic acid binding [GO:0003676]; transposase activity [GO:0004803]; DNA integration [GO:0015074]; transposition [GO:0032196]
Q8DN51	Q8DN51	unreviewed	Q8DN51_STRR6	P-type ATPase-metal/cation transport (EC 3.6.3.10)	ctpC spr1911	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	690	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; metal ion binding [GO:0046872]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q8DRD0	Q8DRD0	unreviewed	Q8DRD0_STRR6	ABC transporter membrane-spanning permease-iron transport	ABC-MSP spr0220	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	344	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q8DR09	Q8DR09	reviewed	RF3_STRR6	Peptide chain release factor 3 (RF-3)	prfC spr0396	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	514	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]; translational termination [GO:0006415]
Q8DR38	Q8DR38	unreviewed	Q8DR38_STRR6	Degenerate transposase (Orf2)	spr0352	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	61	DNA integration [GO:0015074]
P66096	P66096	reviewed	RL1_STRR6	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	rplA spr0556	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	229	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]
Q8DNJ1	Q8DNJ1	reviewed	YIDD_STRR6	Putative membrane protein insertion efficiency factor	spr1688	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	80	plasma membrane [GO:0005886]
Q8DRH1	Q8DRH1	unreviewed	Q8DRH1_STRR6	Degenerate transposase (Orf2)	spr0132	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	128	
Q8CYL1	Q8CYL1	unreviewed	Q8CYL1_STRR6	Uncharacterized protein	spr1309	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	71	
Q8DRD1	Q8DRD1	unreviewed	Q8DRD1_STRR6	Phosphoglycerate mutase 2 paralog (EC 5.4.2.-)	gpmB spr0219	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	249	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; phosphatase activity [GO:0016791]
P0A2Z5	P0A2Z5	reviewed	ATPD_STRR6	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH atpX spr1363	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	178	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven ATP synthesis [GO:0015986]
Q8DQG1	Q8DQG1	unreviewed	Q8DQG1_STRR6	Biotin transporter	bioY spr0691	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	178	plasma membrane [GO:0005886]; biotin transmembrane transporter activity [GO:0015225]; transferase activity [GO:0016740]
Q8DN88	Q8DN88	unreviewed	Q8DN88_STRR6	Competence protein	cglC spr1862	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	108	type II protein secretion system complex [GO:0015627]; establishment of competence for transformation [GO:0030420]; protein secretion by the type II secretion system [GO:0015628]
Q8DQC7	Q8DQC7	reviewed	COAA_STRR6	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA spr0741	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	306	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]
Q8CWT4	Q8CWT4	reviewed	GRPE_STRR6	Protein GrpE (HSP-70 cofactor)	grpE spr0454	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	174	cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]
Q8DNJ8	Q8DNJ8	unreviewed	Q8DNJ8_STRR6	ABC transporter ATP-binding protein-choline transporter	proV spr1678	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	242	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
Q8DPC8	Q8DPC8	unreviewed	Q8DPC8_STRR6	Alpha-amylase (EC 3.2.1.1)	amy spr1239	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	484	alpha-amylase activity [GO:0004556]; calcium ion binding [GO:0005509]; carbohydrate metabolic process [GO:0005975]
Q8CYB3	Q8CYB3	unreviewed	Q8CYB3_STRR6	DUF4231 domain-containing protein	spr1742	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	160	membrane [GO:0016020]
Q8DQ82	Q8DQ82	unreviewed	Q8DQ82_STRR6	ABC transporter substrate-binding protein	spr0804	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	271	membrane [GO:0016020]
Q7ZAK3	Q7ZAK3	reviewed	CINA_STRR6	Putative competence-damage inducible protein	cinA spr1758	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	418	
Q8DQM1	Q8DQM1	reviewed	MURG_STRR6	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG spr0604	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	352	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q8DPJ8	Q8DPJ8	reviewed	RNC_STRR6	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc spr1127	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	232	cytoplasm [GO:0005737]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843]; mRNA processing [GO:0006397]; regulation of gene expression [GO:0010468]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
Q8DN64	Q8DN64	reviewed	PSTS2_STRR6	Phosphate-binding protein PstS 2 (PBP 2)	pstS2 spr1895	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	291	plasma membrane [GO:0005886]; phosphate ion transport [GO:0006817]
Q8DPZ4	Q8DPZ4	reviewed	RF1_STRR6	Peptide chain release factor 1 (RF-1)	prfA spr0924	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	359	cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]
Q8DQ15	Q8DQ15	reviewed	ROCS_STRR6	Regulator of chromosome segregation	rocS spr0895	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	163	cell division site [GO:0032153]; cytoplasm [GO:0005737]; nucleoid [GO:0009295]; plasma membrane [GO:0005886]; DNA binding [GO:0003677]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; nucleoid organization [GO:0090143]; positive regulation of chromosome segregation [GO:0051984]
Q8CYX7	Q8CYX7	unreviewed	Q8CYX7_STRR6	Esterase	spr0785	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	282	
Q8CY64	Q8CY64	unreviewed	Q8CY64_STRR6	F5/8 type C domain-containing protein	spr1954	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	583	lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]
Q8DPA6	Q8DPA6	unreviewed	Q8DPA6_STRR6	Heme chaperone HemW	hemN spr1266	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	376	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]
Q8CYE1	Q8CYE1	unreviewed	Q8CYE1_STRR6	Addiction module toxin, HicA family	spr1613	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	68	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]
Q8CYG3	Q8CYG3	unreviewed	Q8CYG3_STRR6	Uncharacterized protein	spr1503	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	53	
Q8DMY0	Q8DMY0	reviewed	ECFA2_STRR6	Energy-coupling factor transporter ATP-binding protein EcfA2 (ECF transporter A component EcfA2) (EC 3.6.3.-)	ecfA2 cbiO2 spr2025	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	279	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]
Q8CWP5	Q8CWP5	unreviewed	Q8CWP5_STRR6	Anthranilate synthase component II (Glutamine amido-transferase) (EC 4.1.3.27)	trpG spr1636	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	188	anthranilate synthase activity [GO:0004049]; glutamine metabolic process [GO:0006541]; tryptophan biosynthetic process [GO:0000162]
Q8CWN2	Q8CWN2	reviewed	ADCA_STRR6	Zinc-binding lipoprotein AdcA	adcA spr1975	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	501	plasma membrane [GO:0005886]; zinc ion binding [GO:0008270]; cell adhesion [GO:0007155]; establishment of competence for transformation [GO:0030420]; zinc ion transport [GO:0006829]
Q8CYM1	Q8CYM1	unreviewed	Q8CYM1_STRR6	Uncharacterized protein	spr1283	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	55	
Q8CYV6	Q8CYV6	unreviewed	Q8CYV6_STRR6	ABC transporter domain-containing protein	spr0859	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	165	ATP binding [GO:0005524]
Q8DP27	Q8DP27	unreviewed	Q8DP27_STRR6	VOC domain-containing protein	spr1398	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	123	
Q8DPR7	Q8DPR7	reviewed	ADDB_STRR6	ATP-dependent helicase/deoxyribonuclease subunit B (EC 3.1.-.-) (EC 3.6.4.12) (ATP-dependent helicase/nuclease RexB)	rexB spr1039	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	1091	5'-3' exonuclease activity [GO:0008409]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA binding [GO:0003690]; DNA recombination [GO:0006310]; double-strand break repair via homologous recombination [GO:0000724]
Q8DRF1	Q8DRF1	unreviewed	Q8DRF1_STRR6	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribA ribBA spr0162	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	401	cytosol [GO:0005829]; 3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]
P64167	P64167	reviewed	FTSK_STRR6	DNA translocase FtsK	ftsK spr0781	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	767	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; cell division [GO:0051301]; chromosome segregation [GO:0007059]
Q8CY69	Q8CY69	unreviewed	Q8CY69_STRR6	PTS EIIB type-2 domain-containing protein	spr1939	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	94	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
Q8DR18	Q8DR18	unreviewed	Q8DR18_STRR6	HTH marR-type domain-containing protein	spr0376	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	144	DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355]
Q8DPN2	Q8DPN2	unreviewed	Q8DPN2_STRR6	Arginine repressor	ahrC argR spr1085	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	143	cytoplasm [GO:0005737]; arginine binding [GO:0034618]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; arginine biosynthetic process [GO:0006526]; protein complex oligomerization [GO:0051259]
P59651	P59651	reviewed	DPO3B_STRR6	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	dnaN spr0002	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	378	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]
Q8DNL6	Q8DNL6	unreviewed	Q8DNL6_STRR6	Capsular polysaccharide biosynthesis protein	spr1654	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	417	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; polysaccharide biosynthetic process [GO:0000271]
Q8DN65	Q8DN65	unreviewed	Q8DN65_STRR6	histidine kinase (EC 2.7.13.3)	phoR pnpS spr1894	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	443	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]
Q8DRI7	Q8DRI7	unreviewed	Q8DRI7_STRR6	ABC transporter ATP-binding protein-amino acid transport	ABC-NBD spr0100	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	213	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q8DR75	Q8DR75	unreviewed	Q8DR75_STRR6	Phosphotransferase system sugar-specific EII component	PTS-EII spr0294	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	259	plasma membrane [GO:0005886]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
Q8CYQ3	Q8CYQ3	unreviewed	Q8CYQ3_STRR6	AAA+ ATPase domain-containing protein	spr1130	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	644	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q8DR82	Q8DR82	unreviewed	Q8DR82_STRR6	Glutathione peroxidase	basA spr0285	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	158	glutathione peroxidase activity [GO:0004602]; cellular response to oxidative stress [GO:0034599]
Q8CY89	Q8CY89	unreviewed	Q8CY89_STRR6	Morn motif family protein	spr1838	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	136	membrane [GO:0016020]
Q8DQP0	Q8DQP0	unreviewed	Q8DQP0_STRR6	Cytochrome c-type biogenesis protein	ccdA spr0575	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	236	membrane [GO:0016020]; cytochrome complex assembly [GO:0017004]
Q8DRB0	Q8DRB0	reviewed	SYP_STRR6	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS spr0243	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	617	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; transferase activity [GO:0016740]; prolyl-tRNA aminoacylation [GO:0006433]
Q8DNF9	Q8DNF9	unreviewed	Q8DNF9_STRR6	N-acetyltransferase domain-containing protein	spr1760	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	172	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q8DQC2	Q8DQC2	unreviewed	Q8DQC2_STRR6	ABC transporter substrate-binding protein PnrA-like domain-containing protein	spr0747	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	374	plasma membrane [GO:0005886]
Q8DNA5	Q8DNA5	unreviewed	Q8DNA5_STRR6	Aldehyde-alcohol dehydrogenase	adhE spr1837	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	890	acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]; alcohol metabolic process [GO:0006066]; carbon utilization [GO:0015976]
Q8CWR7	Q8CWR7	unreviewed	Q8CWR7_STRR6	Cationic amino acid transporter-APC Superfamily	yfnA spr0905	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	467	membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865]
Q8CZ94	Q8CZ94	unreviewed	Q8CZ94_STRR6	Permease	spr0151	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	189	membrane [GO:0016020]
